CodigoArea;Nombre;Nodos
29CS;Torreblanca;2165
29CZ;Jerez de la Frontera (distrito 05);2166
29CÑ;Brión;2167
29GC;Arrecife (distrito 02);2168
29GI;Cadaqués y otros municipios;2169
29GP;Oñati;2170
29GR;Pedro Martínez y otros municipios;2171
29HS;Huesca (distrito 05);2172
29HU;Huelva (distrito 05);2173
29JA;Castillo de Locubín y Fuensanta de Martos;2174
29LE;Villafranca del Bierzo y otros municipios;2175
29LL;Almenar y Alfarràs;2176
29LU;Ribadeo;2177
29MA;Archidona;2178
29MU;Puerto Lumbreras;2179
29NA;Andosilla y otros municipios;2180
29OU;Ourense (distrito 01);2181
29PO;Porriño, O;2182
29SA;Salamanca (distrito 01);2183
29TA;Riera de Gaià, La y otros municipios;2184
29TF;Rosario, El;2185
29TO;Villafranca de los Caballeros y otros municipios;2186
29VA;Zaratán;2187
29ZA;Mallén y otros municipios;2188
300B;Santa Coloma de Gramenet (distrito 06);2189
301B;Cerdanyola del Vallès;2190
302B;Terrassa (distrito 01);2191
303B;Terrassa (distrito 02);2192
304B;Terrassa (distrito 03 y secciones 001 a 004 del distrito 07);2193
305B;Terrassa (distrito 04);2194
306B;Terrassa (distrito 05);2195
307B;Terrassa (distrito 06);2196
308B;Viladecans (distrito 01);2197
309B;Viladecans (distrito 02);2198
30AL;Vélez-Rubio;2199
30AS;Mieres;2200
30BA;Herrera del Duque y otros municipios;2201
30BI;Etxebarri;2202
30BU;Burgos (distrito 09);2203
30CA;Marina de Cudeyo;2204
30CC;Torno, El y otros municipios;2205
30CO;Córdoba (SCD Levante - Zumbacón);2206
30CR;Moral de Calatrava;2207
30CS;Vall d'Uixó, la;2208
30CZ;Jerez de la Frontera (distrito 03);2209
30CÑ;Camariñas;2210
30GC;San Bartolomé de Tirajana (distrito 02);2211
30GI;Llançà y otros municipios;2212
30GP;Orio;2213
30GR;Zújar y otros municipios;2214
30HS;Huesca (distrito 06);2215
30HU;Huelva (distrito 06);2216
30JA;Martos y Jamilena;2217
30LE;Vega de Espinareda y otros municipios;2218
30LL;Albesa y otros municipios;2219
30LU;Sarria;2220
30MA;Benahavís;2221
30MU;San Javier;2222
30NA;Falces y otros municipios;2223
30OU;Ourense (distrito 02);2224
30PO;Poio;2225
30SA;Salamanca (distrito 02);2226
30TF;San Juan de la Rambla;2227
30TO;Yébenes, Los y Urda;2228
30VA;Valladolid (SCD Centro - Universidad);2229
30ZA;Borja y otros municipios;2230
310B;Vilanova i la Geltrú (distrito 01);2231
311B;Vilanova i la Geltrú (distrito 02);2232
312B;Vilanova i la Geltrú (distrito 03);2233
313B;Vilanova i la Geltrú (distrito 04);2234
314B;Hospitalet de LLobregat, L´ (SCD Centre y sección 041 del distrito 01);2235
315B;Hospitalet de LLobregat, L´ (SCD Santfeliu);2236
316B;Hospitalet de LLobregat, L´ (SCD Sant Josep);2237
317B;Hospitalet de LLobregat, L´ (SCD  La Torrassa);2238
318B;Hospitalet de LLobregat, L´ (SCD Collblanc);2239
319B;Hospitalet de LLobregat, L´ (SCD Santa Eulalia 1 y secciones 028 y 029 del distrito 03);2240
31AL;Vera;2241
31AS;Navia;2242
31BA;Siruela y otros municipios;2243
31BI;Elorrio;2244
31CA;Medio Cudeyo;2245
31CC;Zarza de Granadilla y otros municipios;2246
31CO;Córdoba (SCD Viñuela - Rescatado - Cerro de la Golondrina);2247
31CR;Pedro Muñoz;2248
31CS;Vinaròs;2249
31CZ;Jerez de la Frontera (distrito 07);2250
31CÑ;Cambre;2251
31GC;San Bartolomé de Tirajana (distrito 03);2252
31GI;Vilajuïga y otros municipios;2253
31GP;Oiartzun;2254
31GR;Cúllar y Caniles;2255
31HS;Huesca (distrito 07);2256
31HU;Huelva (distrito 07);2257
31JA;Jaén (distritos 07 y 08);2258
31LE;Fabero y Páramo del Sil;2259
31LL;Camarasa y otros municipios;2260
31LU;Vilalba;2261
31MA;Campillos;2262
31MU;San Pedro del Pinatar;2263
31NA;Marcilla y Caparroso;2264
31OU;Ourense (distrito 03);2265
31PO;Ponteareas;2266
31SA;Salamanca (distrito 03);2267
31TA;Vilallonga del Camp y otros municipios;2268
31TF;Santa Cruz de la Palma;2269
31TO;Velada y otros municipios;2270
31VA;Valladolid (SCD Paseo Zorrilla Bajo - Campo Grande);2271
31ZA;Almunia de Doña Godina, La;2272
320B;Hospitalet de LLobregat, L´ (SCD  Santa Eulalia 2);2273
321B;Hospitalet de LLobregat, L´ (SCD La Florida);2274
322B;Hospitalet de LLobregat, L´ (SCD Les Planes);2275
323B;Hospitalet de LLobregat, L´ (SCD Can Serra);2276
324B;Hospitalet de LLobregat, L´ (SCD Pubilla Casas);2277
325B;Hospitalet de LLobregat, L´ (SCD Gornal);2278
326B;Hospitalet de LLobregat, L´ (SCD  Bellvitge);2279
32AL;Viator;2280
32AS;Noreña;2281
32BA;Talarrubias y otros municipios;2282
32BI;Ermua;2283
32CA;Miengo;2284
32CC;Pinofranqueado y otros municipios;2285
32CO;Córdoba (SCD Fátima);2286
32CR;Puertollano;2287
32CS;Alquerías del Niño Perdido;2288
32CZ;Jerez de la Frontera (distrito 01);2289
32CÑ;Carballo;2290
32GC;San Bartolomé de Tirajana (distrito 04);2291
32GI;Jonquera, La y otros municipios;2292
32GP;Pasaia;2293
32GR;Benamaurel y otros municipios;2294
32HS;Huesca (distrito 08);2295
32HU;Huelva (distrito 08);2296
32JA;Alcalá la Real;2297
32LE;Astorga;2298
32LL;Lleida (distrito 07) y otros municipios;2299
32LU;Viveiro;2300
32MA;Cártama;2301
32MU;Torre-Pacheco;2302
32NA;Azagra y Funes;2303
32OU;Ourense (distrito 04);2304
32PO;Ponte Caldelas;2305
32SA;Salamanca (distrito 04);2306
32TA;Reus (distritos 09 y 10);2307
32TF;Santa Úrsula;2308
32TO;Pepino y San Román de los Montes;2309
32VA;Valladolid (SCD Caño Argales);2310
32ZA;Calatayud;2311
33AL;Vícar;2312
33AS;Parres;2313
33BA;Don Benito y otros municipios;2314
33BI;Galdakao;2315
33CA;Piélagos;2316
33CC;Casar de Palomero y otros municipios;2317
33CO;Córdoba (SCD Cañero - Parque Fidiana);2318
33CR;Socuéllamos;2319
33CS;Castellón de la Plana/Castelló de la Plana (distrito 03);2320
33CZ;Jerez de la Frontera (distrito 02);2321
33CÑ;Carral;2322
33GC;Santa Lucía de Tirajana (distrito 03);2323
33GI;Avinyonet de Puigventós y otros municipios;2324
33GP;Errenteria;2325
33GR;Huéscar;2326
33HU;Isla Cristina;2327
33JA;Alcaudete;2328
33LE;Bañeza, La;2329
33LL;Agramunt;2330
33LU;Burela;2331
33MA;Casares;2332
33MU;Torres de Cotillas, Las;2333
33NA;Milagro y Villafranca;2334
33OU;Ourense (distrito 05);2335
33PO;Pontecesures;2336
33SA;Salamanca (distrito 05);2337
33TA;Tarragona (distritos 01 a 03);2338
33TF;Santiago del Teide;2339
33TO;Talavera de la Reina (distrito 02) y Pueblanueva, La;2340
33VA;Valladolid (SCD Las Delicias);2341
33ZA;Caspe;2342
34AL;Mojonera, La;2343
34AS;Piloña;2344
34BA;Navalvillar de Pela y otros municipios;2345
34BI;Gorliz;2346
34CA;Polanco;2347
34CC;Valencia de Alcántara;2348
34CO;Córdoba (SCD Fuensanta - Santuario);2349
34CR;Solana, La;2350
34CS;Castellón de la Plana/Castelló de la Plana (distrito 04);2351
34CZ;Jerez de la Frontera (distrito 06);2352
34CÑ;Coristanco;2353
34GC;Telde (distritos 01 y 05);2354
34GI;Navata y otros municipios;2355
34GP;Tolosa;2356
34GR;Granada (distritos 04, 05 y 08);2357
34HU;Lepe;2358
34JA;Andújar;2359
34LE;Bembibre;2360
34LL;Almacelles;2361
34LU;Lugo (distrito 02);2362
34MA;Coín;2363
34MU;Totana y Aledo;2364
34NA;Valtierra y otros municipios;2365
34PO;Redondela;2366
34SA;Salamanca (distrito 06);2367
34TA;Alcanar;2368
34TF;Sauzal, El;2369
34TO;Escalona y otros municipios;2370
34VA;Valladolid (SCD Caamaño - Las Viudas);2371
35AL;Almería (distrito 03);2372
35AS;Ribadesella;2373
35BA;Campanario y otros municipios;2374
35BI;Gernika-Lumo;2375
35CA;Reinosa;2376
35CC;Cáceres (distrito 01);2377
35CO;Córdoba (SCD Arcángel);2378
35CR;Tomelloso;2379
35CS;Castellón de la Plana/Castelló de la Plana (distrito 05);2380
35CZ;Jerez de la Frontera (distritos 08 y 10);2381
35CÑ;Coruña, A (distrito 01);2382
35GC;Telde (distrito 02);2383
35GI;Anglès;2384
35GP;Urnieta;2385
35GR;Albolote;2386
35HU;Moguer;2387
35JA;Baeza;2388
35LE;Cacabelos;2389
35LL;Alpicat;2390
35LU;Lugo (distrito 05);2391
35MA;Manilva;2392
35MU;Unión, La;2393
35NA;Cintruénigo y Fitero;2394
35PO;Ribadumia;2395
35TA;Alcover;2396
35TF;Silos, Los;2397
35TO;Arcicóllar y otros municipios;2398
35VA;Valladolid (SCD Plaza Circular - Vadillos);2399
35ZA;Mequinenza y otros municipios;2400
36AL;Almería (distrito 04);2401
36AS;Salas;2402
36BA;Cabeza del Buey y otros municipios;2403
36CA;Reocín;2404
36CC;Moraleja;2405
36CO;Córdoba (SCD Campo de la Verdad - Fray Albino);2406
36CR;Valdepeñas;2407
36CS;Castellón de la Plana/Castelló de la Plana (distrito 06);2408
36CZ;Arcos de la Frontera;2409
36CÑ;Coruña, A (distrito 02);2410
36GC;Telde (distrito 03);2411
36GI;Arbúcies;2412
36GP;Usurbil;2413
36GR;Albuñol;2414
36HU;Palma del Condado, La;2415
36JA;Bailén;2416
36LE;San Andrés del Rabanedo;2417
36LL;Balaguer;2418
36MA;Mollina;2419
36MU;Yecla;2420
36NA;Murchante y otros municipios;2421
36PO;Rosal, O;2422
36TA;Altafulla;2423
36TF;Tacoronte;2424
36TO;Novés y Portillo de Toledo;2425
36VA;Valladolid (SCD Pajarillos Bajos);2426
37AL;Almería (distrito 05);2427
37AS;San Martín del Rey Aurelio;2428
37BA;Zalamea de la Serena y otros municipios;2429
37BI;Leioa;2430
37CA;Santa Cruz de Bezana;2431
37CC;Trujillo y Aldea del Obispo, La;2432
37CO;Córdoba (SCD Sector Sur);2433
37CR;Villanueva de los Infantes y Alcubillas;2434
37CS;Castellón de la Plana/Castelló de la Plana (distrito 07);2435
37CZ;San José del Valle y Algar;2436
37CÑ;Coruña, A (distrito 03);2437
37GC;Telde (distrito 04);2438
37GI;Banyoles;2439
37GP;Villabona;2440
37GR;Almuñécar;2441
37HU;Palos de la Frontera;2442
37JA;Carolina, La;2443
37LE;Valverde de la Virgen;2444
37LL;Bellpuig;2445
37MA;Nerja;2446
37MU;Santomera;2447
37NA;Fustiñana y otros municipios;2448
37PO;Salceda de Caselas;2449
37TA;Ametlla de Mar, L';2450
37TF;Tegueste;2451
37TO;Santa Olalla y otros municipios;2452
37VA;Valladolid (SCD San Juan - Batallas - Pilarica);2453
38AL;Almería (distrito 06);2454
38AS;Tineo;2455
38BA;Castuera y otros municipios;2456
38BI;Lekeitio;2457
38CA;Santa María de Cayón;2458
38CC;Plasencia;2459
38CO;Córdoba (SCD Polígono del Guadalquivir);2460
38CR;Villarrubia de los Ojos;2461
38CS;Castellón de la Plana/Castelló de la Plana (distrito 08);2462
38CZ;Bornos y Espera;2463
38CÑ;Coruña, A (distrito 04);2464
38GC;Palmas de Gran Canaria, Las (SCD Number 5-D);2465
38GI;Bisbal d'Empordà, La;2466
38GP;Ordizia;2467
38GR;Armilla;2468
38HU;Punta Umbría;2469
38JA;Cazorla;2470
38LE;Valencia de Don Juan;2471
38LL;Borges Blanques, Les;2472
38MA;Pizarra;2473
38MU;Alcázares, Los;2474
38NA;Cortes y Buñuel;2475
38PO;Salvaterra de Miño;2476
38TA;Amposta;2477
38TF;Valverde;2478
38TO;Gerindote y otros municipios;2479
38VA;Valladolid (SCD Hospital - Barrio España - San Pedro Regalado);2480
38ZA;Muela, La;2481
39AL;Almería (sección 037 y otras secciones del distrito 07);2482
39AS;Villaviciosa;2483
39BA;Quintana de la Serena y otros municipios;2484
39BI;Mungia;2485
39CA;Santillana del Mar;2486
39CC;Montehermoso;2487
39CO;Córdoba (SCD Vista Alegre - Vallellano - Parque Cruz Conde/Corregidor y sección 037 del distrito 10);2488
39CR;Ciudad Real (distrito 01);2489
39CS;Castellón de la Plana/Castelló de la Plana (distrito 09);2490
39CZ;Villamartín;2491
39CÑ;Coruña, A (distrito 05);2492
39GC;Telde (distrito 06);2493
39GI;Blanes;2494
39GP;Zarautz;2495
39GR;Atarfe;2496
39HU;Rociana del Condado;2497
39JA;Guardia de Jaén, La;2498
39LL;Cervera;2499
39MA;Torrox;2500
39MU;Cartagena (distrito 01);2501
39NA;Ribaforada y Ablitas;2502
39PO;Sanxenxo;2503
39TA;Arboç, L';2504
39TF;Victoria de Acentejo, La;2505
39TO;Carpio de Tajo, El y otros municipios;2506
39VA;Valladolid (SCD Rondilla);2507
40AL;Almería (distrito 08);2508
40AS;Avilés (sección 028 y otras secciones del distrito 01);2509
40BA;Olivenza y Valverde de Leganés;2510
40BI;Ondarroa;2511
40CA;Santoña;2512
40CC;Cáceres (distrito 06) y Aliseda;2513
40CO;Córdoba (SCD Ciudad jardín);2514
40CR;Ciudad Real (distrito 02);2515
40CS;Vila-real (distrito 01);2516
40CZ;Prado del Rey y Zahara;2517
40CÑ;Coruña, A (distrito 06);2518
40GC;Palmas de Gran Canaria, Las (SCD Number 1-A);2519
40GI;Caldes de Malavella;2520
40GP;Zumarraga;2521
40GR;Baza;2522
40HU;Valverde del Camino;2523
40JA;Jódar;2524
40LE;Villablino;2525
40LL;Guissona;2526
40MA;Benalmádena (distrito 01);2527
40MU;Cartagena (distrito 02);2528
40NA;Ansoáin/Antsoain;2529
40PO;Tomiño;2530
40TA;Calafell;2531
40TF;Arona (sección 011 y otras secciones del distrito 01);2532
40TO;Cebolla y otros municipios;2533
40VA;Valladolid (SCD San Nicolás - San Miguel);2534
40ZA;Puebla de Alfindén, La;2535
41AL;Roquetas de Mar (distrito 01);2536
41AS;Oviedo (distrito 01);2537
41BA;Guareña y San Pedro de Mérida;2538
41BI;Urduña/Orduña;2539
41CA;Suances;2540
41CC;Talayuela y otros municipios;2541
41CO;Córdoba (SCD Huerta de la Marquesa);2542
41CR;Ciudad Real (distrito 03);2543
41CS;Vila-real (distrito 02);2544
41CZ;Ubrique;2545
41CÑ;Coruña, A (distrito 07);2546
41GC;Palmas de Gran Canaria, Las (SCD Number 1-B);2547
41GI;Calonge;2548
41GP;Zumaia;2549
41GR;Cájar;2550
41HU;San Juan del Puerto;2551
41JA;Mancha Real;2552
41LE;Villaquilambre;2553
41LL;Mollerussa;2554
41MA;Benalmádena (distrito 02);2555
41MU;Cartagena (distrito 03);2556
41NA;Aranguren;2557
41PO;Tui;2558
41TA;Sénia, La;2559
41TF;San Cristóbal de La Laguna (distrito 01);2560
41TO;Casar de Escalona, El y otros municipios;2561
41VA;Valladolid (SCD Canal de Castilla - La Overuela);2562
41ZA;Tauste;2563
42AL;Roquetas de Mar (distrito 02);2564
42AS;Oviedo (distrito 02);2565
42BA;Mérida (distritos 02 y 05);2566
42BI;Portugalete;2567
42CC;Jaraíz de la Vera;2568
42CO;Córdoba (SCD Cercadilla - Olivos Borrachos);2569
42CR;Ciudad Real (distrito 04);2570
42CS;Vila-real (distrito 03);2571
42CZ;Bosque, El y otros municipios;2572
42CÑ;Coruña, A (distrito 08);2573
42GC;Palmas de Gran Canaria, Las (SCD Number 1-C);2574
42GI;Cassà de la Selva;2575
42GP;Lasarte-Oria;2576
42GR;Cenes de la Vega;2577
42HU;Trigueros;2578
42JA;Peal de Becerro;2579
42LE;León (distrito 01);2580
42LL;Seu d'Urgell, La;2581
42MA;Benalmádena (distrito 03);2582
42MU;Cartagena (distrito 04);2583
42NA;Burlada/Burlata;2584
42PO;Vilaboa;2585
42TA;Constantí;2586
42TF;San Cristóbal de La Laguna (distrito 02);2587
42TO;Oropesa y otros municipios;2588
42VA;Valladolid (SCD Huerta del Rey);2589
42ZA;Utebo;2590
43AL;Ejido, El (sección 006 y otras secciones del distrito 01);2591
43AS;Oviedo (distrito 03);2592
43BA;Mérida (distrito 04) y otros municipios;2593
43BI;Valle de Trápaga-Trapagaran;2594
43CA;Santander (distrito 01);2595
43CC;Coria;2596
43CO;Córdoba (SCD Miralbaida - Electromecánicas);2597
43CS;Vila-real (distrito 04);2598
43CZ;Algodonales y Gastor, El;2599
43CÑ;Coruña, A (distrito 09);2600
43GC;Palmas de Gran Canaria, Las (SCD Number 1-D);2601
43GP;Astigarraga;2602
43GR;Cúllar Vega;2603
43JA;Torredonjimeno;2604
43LE;León (distrito 02);2605
43LL;Solsona;2606
43MA;Estepona (distrito 01);2607
43MU;Cartagena (distrito 05);2608
43NA;Castejón;2609
43PO;Vila de Cruces;2610
43TA;Cunit;2611
43TF;San Cristóbal de La Laguna (distrito 03);2612
43TO;Lagartera y otros municipios;2613
43VA;Valladolid (SCD Parquesol - Arturo Eyries);2614
43ZA;Villanueva de Gállego;2615
44AL;Ejido, El (sección 012 y otras secciones del distrito 01);2616
44AS;Oviedo (distrito 04);2617
44BA;Mérida (distrito 03) y otros municipios;2618
44BI;Santurtzi;2619
44CA;Santander (distrito 02);2620
44CC;Miajadas;2621
44CO;Córdoba (sección 020 del distrito 10 y otras secciones del distrito 06);2622
44CZ;Puerto Serrano;2623
44CÑ;Coruña, A (distrito 10);2624
44GC;Palmas de Gran Canaria, Las (SCD Number 2-A);2625
44GI;Castelló d'Empúries;2626
44GP;Irun (distrito 01);2627
44GR;Chauchina;2628
44JA;Úbeda;2629
44LE;León (distrito 03);2630
44LL;Tàrrega;2631
44MA;Estepona (distrito 02);2632
44MU;Cartagena (distrito 06);2633
44NA;Corella;2634
44PO;Vilagarcía de Arousa;2635
44TA;Montblanc;2636
44TF;San Cristóbal de La Laguna (distrito 04);2637
44TO;Belvís de la Jara y otros municipios;2638
44VA;Valladolid (SCD Paseo Zorrilla Alto - Cuatro de Marzo);2639
44ZA;Zuera;2640
45AL;Ejido, El (sección 018 y otras secciones del distrito 01);2641
45AS;Oviedo (distrito 05);2642
45BA;Alburquerque;2643
45BI;Ortuella;2644
45CA;Santander (distrito 03);2645
45CC;Cáceres (distrito 02);2646
45CO;Córdoba (SCD Parque Figueroa - San Rafael de la Albaida);2647
45CZ;Olvera y Torre Alháquime;2648
45CÑ;Culleredo;2649
45GC;Palmas de Gran Canaria, Las (SCD No. 2-B y sección 065 del distrito 02);2650
45GI;Castell-Platja d'Aro;2651
45GP;Irun (distrito 02);2652
45GR;Churriana de la Vega;2653
45JA;Villacarrillo;2654
45LE;León (distrito 04);2655
45LL;Tremp;2656
45MA;Estepona (distrito 03);2657
45MU;Cartagena (distrito 07);2658
45NA;Valle de Egüés;2659
45PO;Vilanova de Arousa;2660
45TA;Mont-roig del Camp;2661
45TF;San Cristóbal de La Laguna (distrito 05);2662
45TO;Alcaudete de la Jara y otros municipios;2663
45VA;Valladolid (SCD La Rubia - Covaresa - Puente Duero);2664
45ZA;Zaragoza (SCD Number 1-A);2665
46AL;Almería (sección 041 y otras secciones del distrito 07);2666
46AS;Oviedo (distrito 06);2667
46BA;Almendralejo;2668
46BI;Sestao;2669
46CA;Santander (distrito 04);2670
46CC;Cáceres (distrito 03);2671
46CO;Córdoba (SCD Santa Isabel);2672
46CZ;Alcalá del Valle y Setenil de las Bodegas;2673
46CÑ;Ferrol (distrito 01);2674
46GC;Palmas de Gran Canaria, Las (SCD Number 2-C);2675
46GI;Escala, L';2676
46GP;Irun (distrito 03);2677
46GR;Gójar;2678
46JA;Villares, Los;2679
46LE;León (distrito 05);2680
46LL;Lleida (distrito 01);2681
46MA;Fuengirola (distrito 01);2682
46MU;Cartagena (distrito 08);2683
46NA;Noáin (Valle de Elorz)/Noain (Elortzibar);2684
46PO;Illa de Arousa, A;2685
46TA;Móra d'Ebre;2686
46TF;San Cristóbal de La Laguna (distrito 06);2687
46TO;Navalmorales, Los y otros municipios;2688
46ZA;Zaragoza (SCD Number 1-B);2689
47AL;Almería (sección 018 y otras secciones del distrito 07);2690
47AS;Oviedo (distrito 07);2691
47BA;Calamonte;2692
47BI;Sopela;2693
47CA;Santander (distrito 05);2694
47CC;Cáceres (distrito 04);2695
47CO;Córdoba (SCD Margaritas - Colonia de la Paz);2696
47CZ;Jimena de la Frontera y otros municipios;2697
47CÑ;Ferrol (distrito 02);2698
47GC;Palmas de Gran Canaria, Las (SCD Number 2-D);2699
47GI;Figueres;2700
47GP;Irun (distrito 04);2701
47GR;Guadix;2702
47JA;Villatorres;2703
47LE;León (distrito 06);2704
47LL;Lleida (distrito 02);2705
47MA;Fuengirola (distrito 02);2706
47MU;Cartagena (distrito 09);2707
47NA;Estella-Lizarra;2708
47PO;Pontevedra (distrito 01);2709
47TA;Roda de Berà;2710
47TF;Santa Cruz de Tenerife (distrito 01);2711
47TO;Navahermosa y otros municipios;2712
47ZA;Zaragoza (SCD Number 2-A);2713
48AS;Oviedo (distrito 08);2714
48BA;Fuente del Maestre;2715
48BI;Balmaseda;2716
48CA;Santander (distrito 06);2717
48CC;Cáceres (distrito 05);2718
48CO;Córdoba (SCD Moreras -  Huerta de la Reina);2719
48CZ;Alcalá de los Gazules;2720
48CÑ;Oza-Cesuras;2721
48GC;Palmas de Gran Canaria, Las (SCD Number 2-E);2722
48GI;Llagostera;2723
48GP;Donostia/San Sebastián (distrito 01);2724
48GR;Gualchos;2725
48JA;Jaén (distrito 01);2726
48LE;León (distrito 07);2727
48LL;Lleida (distrito 03);2728
48MA;Fuengirola (distrito 03);2729
48MU;Cartagena (distrito 10);2730
48NA;Huarte/Uharte;2731
48PO;Pontevedra (distrito 02);2732
48TA;Roquetes;2733
48TF;Santa Cruz de Tenerife (distrito 02);2734
48TO;Toledo (distritos 01 a 04);2735
48ZA;Zaragoza (SCD Number 2-B);2736
49AS;Oviedo (distrito 09);2737
49BA;Llerena;2738
49BI;Zalla;2739
49CA;Santander (distrito 07);2740
49CO;Córdoba (SCD Arruzafilla);2741
49CZ;Paterna de Rivera;2742
49CÑ;Ferrol (distrito 06);2743
49GC;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03);2744
49GI;Llívia;2745
49GP;Donostia/San Sebastián (distrito 02);2746
49GR;Huétor Tájar;2747
49JA;Jaén (distrito 02);2748
49LE;León (distrito 10);2749
49LL;Lleida (distrito 04);2750
49MA;Marbella (distrito 01);2751
49MU;Lorca (distrito 01);2752
49NA;Peralta/Azkoien;2753
49PO;Pontevedra (distrito 03);2754
49TA;Sant Carles de la Ràpita;2755
49TF;Santa Cruz de Tenerife (distrito 03);2756
49TO;Añover de Tajo;2757
49ZA;Zaragoza (SCD Number 2-C);2758
50AS;Oviedo (distrito 10);2759
50BA;Puebla de la Calzada;2760
50BI;Derio;2761
50CA;Santander (distrito 08);2762
50CO;Córdoba (SCD Santa Rosa - Camping);2763
50CZ;Medina-Sidonia;2764
50CÑ;Ferrol (distrito 07);2765
50GC;Palmas de Gran Canaria, Las (SCD Number 3-B);2766
50GI;Lloret de Mar;2767
50GP;Donostia/San Sebastián (distrito 03);2768
50GR;Huétor Vega;2769
50JA;Jaén (distrito 03);2770
50LE;Ponferrada (distrito 01);2771
50LL;Lleida (distrito 05);2772
50MA;Marbella (distrito 02);2773
50MU;Lorca (distrito 02);2774
50PO;Pontevedra (distrito 04);2775
50TA;Selva del Camp, La;2776
50TF;Santa Cruz de Tenerife (distrito 04);2777
50TO;Argés;2778
50ZA;Zaragoza (SCD Number 2-D);2779
51AS;Oviedo (distrito 11);2780
51BA;Santos de Maimona, Los;2781
51BI;Erandio;2782
51CA;Torrelavega (distrito 01);2783
51CO;Córdoba (SCD Valdeolleros - Chinales);2784
51CZ;Benalup-Casas Viejas;2785
51CÑ;Ferrol (distrito 08);2786
51GC;Palmas de Gran Canaria, Las (SCD Number 3-C);2787
51GI;Maçanet de la Selva;2788
51GP;Donostia/San Sebastián (distrito 04);2789
51GR;Iznalloz;2790
51JA;Jaén (distrito 04);2791
51LE;Ponferrada (distrito 02);2792
51LL;Lleida (distrito 06);2793
51MA;Marbella (distrito 03);2794
51MU;Murcia (SCD Number 1-A);2795
51NA;San Adrián;2796
51PO;Pontevedra (distrito 05);2797
51TA;Torredembarra;2798
51TF;Santa Cruz de Tenerife (distrito 05);2799
51TO;Bargas;2800
51ZA;Zaragoza (SCD Number 3-A);2801
52AS;Oviedo (distrito 12);2802
52BA;Villafranca de los Barros;2803
52BI;Barakaldo (distrito 01);2804
52CA;Torrelavega (distrito 03);2805
52CO;Córdoba (SCD Brillante - Barrio del Naranjo);2806
52CZ;Chiclana de la Frontera (distrito 05);2807
52CÑ;Fisterra;2808
52GC;Palmas de Gran Canaria, Las (SCD Number 4-A);2809
52GI;Olot;2810
52GP;Donostia/San Sebastián (distrito 05);2811
52GR;Maracena;2812
52JA;Jaén (distrito 05);2813
52LE;Ponferrada (distrito 03);2814
52MA;Marbella (distrito 04);2815
52MU;Murcia (SCD Number 1-B);2816
52NA;Tafalla;2817
52PO;Vigo (SCD Vigo centro 1);2818
52TA;Tortosa;2819
52TF;Santa Cruz de Tenerife (distrito 06);2820
52TO;Calera y Chozas;2821
52ZA;Zaragoza (SCD Number 3-B);2822
53AS;Oviedo (distritos 13 y 14);2823
53BA;Villanueva de la Serena;2824
53BI;Barakaldo (distrito 02);2825
53CA;Torrelavega (distrito 04);2826
53CO;Córdoba (SCD El Higuerón - Majaneque-Alameda del Obispo);2827
53CZ;Chiclana de la Frontera (distrito 04);2828
53CÑ;Laracha, A;2829
53GC;Palmas de Gran Canaria, Las (SCD Number 4-B);2830
53GI;Palafrugell;2831
53GP;Donostia/San Sebastián (distrito 06);2832
53GR;Monachil;2833
53JA;Jaén (distrito 06);2834
53LE;Ponferrada (distrito 05);2835
53MA;Mijas (sección 019 y otras secciones del distrito 01);2836
53MU;Murcia (SCD Number 2-A);2837
53NA;Tudela;2838
53PO;Vigo (SCD Vigo centro 2);2839
53TA;Ulldecona;2840
53TF;Santa Cruz de Tenerife (distrito 09);2841
53TO;Seseña y Casarrubios del Monte;2842
53ZA;Zaragoza (SCD Number 3-C);2843
54BA;Zafra;2844
54BI;Barakaldo (distrito 03);2845
54CO;Córdoba (SCD Villarrubia -Encinarejo de Córdoba);2846
54CZ;Chiclana de la Frontera (distrito 03);2847
54CÑ;Malpica de Bergantiños;2848
54GC;Palmas de Gran Canaria, Las (SCD No 4-C y sección 084 del distrito 04);2849
54GI;Palamós;2850
54GP;Donostia/San Sebastián (distrito 07);2851
54GR;Ogíjares;2852
54JA;Jaén (distrito 09);2853
54MA;Vélez-Málaga (distrito 01);2854
54Mu;Murcia (SCD Number 2-B);2855
54NA;Villava/Atarrabia;2856
54PO;Vigo (SCD Vigo centro 3);2857
54TA;Valls;2858
54TF;Santa Cruz de Tenerife (distrito 10);2859
54TO;Consuegra;2860
54ZA;Zaragoza (SCD Number 3-D);2861
55AS;Oviedo (distrito 15);2862
55BA;Badajoz (distrito 01);2863
55BI;Barakaldo (distrito 04);2864
55CO;Fernán-Núñez;2865
55CZ;Chiclana de la Frontera (distrito 02);2866
55CÑ;Melide;2867
55GC;Palmas de Gran Canaria, Las (SCD Number 4-D);2868
55GI;Puigcerdà;2869
55GR;Órgiva;2870
55JA;Linares (distrito 04);2871
55MA;Vélez-Málaga (distrito 02);2872
55MU;Murcia (SCD Number 3-A);2873
55NA;Barañain;2874
55PO;Vigo (SCD Vigo centro-zona Balaidos);2875
55TA;Vandellòs i l'Hospitalet de l'Infant;2876
55TF;Santa Cruz de Tenerife (distrito 11);2877
55TO;Fuensalida;2878
55ZA;Zaragoza (SCD Number 3-E);2879
